Report_Name,Title Master Report
Report_ID,TR
Release,5
Institution_Name,"University of Mary Washington"
Institution_ID,CUP:8a9402095413b9bc015413e3df7216b0
Metric_Types,Total_Item_Investigations; Total_Item_Requests; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests; No_License; Limit_Exceeded
Report_Filters,Data_Type=Book|Journal
Report_Attributes,Attributes_To_Show=Access_Method|Data_Type|Access_Type|Section_Type|YOP
Exceptions,"3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Data_Type was invalid with the value(s) Platform); 3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Access_Type was invalid with the value(s) Other_Free_To_Read)"
Reporting_Period,Begin_Date=2020-07-01; End_Date=2021-06-30
Created,2022-01-12T19:10:00Z
Created_By,Cambridge Core

Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,ISBN,Print_ISSN,Online_ISSN,URI,Data_Type,Section_Type,YOP,Access_Type,Access_Method,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Humour, History and Politics in Late Antiquity and the Early Middle Ages",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511496325,,978-0-511-49632-5,,,https://doi.org/10.1017/CBO9780511496325,Book,Chapter,"2002",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Humour, History and Politics in Late Antiquity and the Early Middle Ages",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511496325,,978-0-511-49632-5,,,https://doi.org/10.1017/CBO9780511496325,Book,Chapter,"2002",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Humour, History and Politics in Late Antiquity and the Early Middle Ages",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511496325,,978-0-511-49632-5,,,https://doi.org/10.1017/CBO9780511496325,Book,,"2002",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Politics of Collective Violence",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511819131,,978-0-511-81913-1,,,https://doi.org/10.1017/CBO9780511819131,Book,Chapter,"2003",Controlled,Regular,Total_Item_Investigations,2,0,0,0,2,0,0,0,0,0,0,0,0,
"The Politics of Collective Violence",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511819131,,978-0-511-81913-1,,,https://doi.org/10.1017/CBO9780511819131,Book,Chapter,"2003",Controlled,Regular,No_License,15,0,0,0,15,0,0,0,0,0,0,0,0,
"The Politics of Collective Violence",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511819131,,978-0-511-81913-1,,,https://doi.org/10.1017/CBO9780511819131,Book,,"2003",Controlled,Regular,Unique_Title_Investigations,2,0,0,0,2,0,0,0,0,0,0,0,0,
"The Cambridge Companion to the Latin American Novel",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521825334,CUP:Cambridge Companions,978-0-511-99971-0,,,https://doi.org/10.1017/CCOL0521825334,Book,Chapter,"2005",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to the Latin American Novel",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521825334,CUP:Cambridge Companions,978-0-511-99971-0,,,https://doi.org/10.1017/CCOL0521825334,Book,Chapter,"2005",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to the Latin American Novel",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521825334,CUP:Cambridge Companions,978-0-511-99971-0,,,https://doi.org/10.1017/CCOL0521825334,Book,,"2005",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Crime Drop in America",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511616167,,978-0-511-61616-7,,,https://doi.org/10.1017/CBO9780511616167,Book,Chapter,"2005",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Crime Drop in America",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511616167,,978-0-511-61616-7,,,https://doi.org/10.1017/CBO9780511616167,Book,Chapter,"2005",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Crime Drop in America",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511616167,,978-0-511-61616-7,,,https://doi.org/10.1017/CBO9780511616167,Book,,"2005",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"An Anthropology of Names and Naming",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511499630,,978-0-511-49963-0,,,https://doi.org/10.1017/CBO9780511499630,Book,Chapter,"2006",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"An Anthropology of Names and Naming",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511499630,,978-0-511-49963-0,,,https://doi.org/10.1017/CBO9780511499630,Book,Chapter,"2006",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"An Anthropology of Names and Naming",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511499630,,978-0-511-49963-0,,,https://doi.org/10.1017/CBO9780511499630,Book,,"2006",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to the African American Slave Narrative",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521850193,CUP:Cambridge Companions,978-1-139-00145-8,,,https://doi.org/10.1017/CCOL0521850193,Book,Chapter,"2007",Controlled,Regular,Total_Item_Investigations,2,0,0,0,1,1,0,0,0,0,0,0,0,
"The Cambridge Companion to the African American Slave Narrative",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521850193,CUP:Cambridge Companions,978-1-139-00145-8,,,https://doi.org/10.1017/CCOL0521850193,Book,Chapter,"2007",Controlled,Regular,No_License,2,0,0,0,1,1,0,0,0,0,0,0,0,
"The Cambridge Companion to the African American Slave Narrative",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521850193,CUP:Cambridge Companions,978-1-139-00145-8,,,https://doi.org/10.1017/CCOL0521850193,Book,,"2007",Controlled,Regular,Unique_Title_Investigations,2,0,0,0,1,1,0,0,0,0,0,0,0,
"Handbook of Psychophysiology",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511546396,,978-0-511-54639-6,,,https://doi.org/10.1017/CBO9780511546396,Book,Chapter,"2007",Controlled,Regular,Total_Item_Investigations,2,0,0,0,2,0,0,0,0,0,0,0,0,
"Handbook of Psychophysiology",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511546396,,978-0-511-54639-6,,,https://doi.org/10.1017/CBO9780511546396,Book,Chapter,"2007",Controlled,Regular,No_License,2,0,0,0,2,0,0,0,0,0,0,0,0,
"Handbook of Psychophysiology",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511546396,,978-0-511-54639-6,,,https://doi.org/10.1017/CBO9780511546396,Book,,"2007",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Criminal Disenfranchisement in an International Perspective",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511576713,,978-0-511-57671-3,,,https://doi.org/10.1017/CBO9780511576713,Book,Chapter,"2009",Controlled,Regular,Total_Item_Investigations,5,0,0,0,4,0,0,0,0,1,0,0,0,
"Criminal Disenfranchisement in an International Perspective",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511576713,,978-0-511-57671-3,,,https://doi.org/10.1017/CBO9780511576713,Book,Chapter,"2009",Controlled,Regular,No_License,5,0,0,0,4,0,0,0,0,1,0,0,0,
"Criminal Disenfranchisement in an International Perspective",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511576713,,978-0-511-57671-3,,,https://doi.org/10.1017/CBO9780511576713,Book,,"2009",Controlled,Regular,Unique_Title_Investigations,3,0,0,0,2,0,0,0,0,1,0,0,0,
"Christianity and Genocide in Rwanda",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511642043,,978-0-511-64204-3,,,https://doi.org/10.1017/CBO9780511642043,Book,Chapter,"2009",Controlled,Regular,Total_Item_Investigations,2,0,0,0,2,0,0,0,0,0,0,0,0,
"Christianity and Genocide in Rwanda",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511642043,,978-0-511-64204-3,,,https://doi.org/10.1017/CBO9780511642043,Book,Chapter,"2009",Controlled,Regular,No_License,2,0,0,0,2,0,0,0,0,0,0,0,0,
"Christianity and Genocide in Rwanda",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511642043,,978-0-511-64204-3,,,https://doi.org/10.1017/CBO9780511642043,Book,,"2009",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Mobilizing for Human Rights",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511811340,,978-0-511-81134-0,,,https://doi.org/10.1017/CBO9780511811340,Book,Book,"2009",Controlled,Regular,Total_Item_Investigations,2,0,0,0,1,0,0,0,0,0,0,1,0,
"Mobilizing for Human Rights",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511811340,,978-0-511-81134-0,,,https://doi.org/10.1017/CBO9780511811340,Book,Book,"2009",Controlled,Regular,No_License,2,0,0,0,1,0,0,0,0,0,0,1,0,
"Mobilizing for Human Rights",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511811340,,978-0-511-81134-0,,,https://doi.org/10.1017/CBO9780511811340,Book,,"2009",Controlled,Regular,Unique_Title_Investigations,2,0,0,0,1,0,0,0,0,0,0,1,0,
"Postcolonial Thought in the French Speaking World",Liverpool University Press,,Cambridge Core,10.5949/UPO9781846319808,,978-1-84631-980-8,,,https://doi.org/10.5949/UPO9781846319808,Book,Chapter,"2009",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Postcolonial Thought in the French Speaking World",Liverpool University Press,,Cambridge Core,10.5949/UPO9781846319808,,978-1-84631-980-8,,,https://doi.org/10.5949/UPO9781846319808,Book,Chapter,"2009",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Postcolonial Thought in the French Speaking World",Liverpool University Press,,Cambridge Core,10.5949/UPO9781846319808,,978-1-84631-980-8,,,https://doi.org/10.5949/UPO9781846319808,Book,,"2009",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Eighteenth-Century Opera",Cambridge University Press,,Cambridge Core,10.1017/CCOL9780521873581,CUP:Cambridge Companions,978-1-139-00258-5,,,https://doi.org/10.1017/CCOL9780521873581,Book,Chapter,"2009",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Eighteenth-Century Opera",Cambridge University Press,,Cambridge Core,10.1017/CCOL9780521873581,CUP:Cambridge Companions,978-1-139-00258-5,,,https://doi.org/10.1017/CCOL9780521873581,Book,Chapter,"2009",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Eighteenth-Century Opera",Cambridge University Press,,Cambridge Core,10.1017/CCOL9780521873581,CUP:Cambridge Companions,978-1-139-00258-5,,,https://doi.org/10.1017/CCOL9780521873581,Book,,"2009",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Introduction to Postmodern Fiction",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511816949,,978-0-511-81694-9,,,https://doi.org/10.1017/CBO9780511816949,Book,Book,"2009",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Introduction to Postmodern Fiction",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511816949,,978-0-511-81694-9,,,https://doi.org/10.1017/CBO9780511816949,Book,Book,"2009",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Introduction to Postmodern Fiction",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511816949,,978-0-511-81694-9,,,https://doi.org/10.1017/CBO9780511816949,Book,,"2009",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Historia Verdadera de la Conquista de la Nueva Espa̱a",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511705816,,978-0-511-70581-6,,,https://doi.org/10.1017/CBO9780511705816,Book,Chapter,"2010",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Historia Verdadera de la Conquista de la Nueva Espa̱a",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511705816,,978-0-511-70581-6,,,https://doi.org/10.1017/CBO9780511705816,Book,Chapter,"2010",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Historia Verdadera de la Conquista de la Nueva Espa̱a",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511705816,,978-0-511-70581-6,,,https://doi.org/10.1017/CBO9780511705816,Book,,"2010",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Notes on Nursing",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511751349,,978-0-511-75134-9,,,https://doi.org/10.1017/CBO9780511751349,Book,Chapter,"2010",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Notes on Nursing",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511751349,,978-0-511-75134-9,,,https://doi.org/10.1017/CBO9780511751349,Book,Chapter,"2010",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Notes on Nursing",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511751349,,978-0-511-75134-9,,,https://doi.org/10.1017/CBO9780511751349,Book,,"2010",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Miracles",Cambridge University Press,,Cambridge Core,10.1017/CCOL9780521899864,CUP:Cambridge Companions,978-0-511-97639-1,,,https://doi.org/10.1017/CCOL9780521899864,Book,Chapter,"2011",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Miracles",Cambridge University Press,,Cambridge Core,10.1017/CCOL9780521899864,CUP:Cambridge Companions,978-0-511-97639-1,,,https://doi.org/10.1017/CCOL9780521899864,Book,Chapter,"2011",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Miracles",Cambridge University Press,,Cambridge Core,10.1017/CCOL9780521899864,CUP:Cambridge Companions,978-0-511-97639-1,,,https://doi.org/10.1017/CCOL9780521899864,Book,,"2011",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Class in Archaic Greece",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139024082,,978-1-139-02408-2,,,https://doi.org/10.1017/CBO9781139024082,Book,Chapter,"2012",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Class in Archaic Greece",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139024082,,978-1-139-02408-2,,,https://doi.org/10.1017/CBO9781139024082,Book,Chapter,"2012",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Class in Archaic Greece",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139024082,,978-1-139-02408-2,,,https://doi.org/10.1017/CBO9781139024082,Book,,"2012",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Reading the Letters of Pliny the Younger",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139024747,,978-1-139-02474-7,,,https://doi.org/10.1017/CBO9781139024747,Book,Book,"2012",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Reading the Letters of Pliny the Younger",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139024747,,978-1-139-02474-7,,,https://doi.org/10.1017/CBO9781139024747,Book,Book,"2012",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Reading the Letters of Pliny the Younger",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139024747,,978-1-139-02474-7,,,https://doi.org/10.1017/CBO9781139024747,Book,,"2012",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Toppling Qaddafi",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139649704,,978-1-139-64970-4,,,https://doi.org/10.1017/CBO9781139649704,Book,Book,"2013",Controlled,Regular,Total_Item_Investigations,2,0,0,0,1,0,0,0,0,1,0,0,0,
"Toppling Qaddafi",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139649704,,978-1-139-64970-4,,,https://doi.org/10.1017/CBO9781139649704,Book,Book,"2013",Controlled,Regular,No_License,2,0,0,0,1,0,0,0,0,1,0,0,0,
"Toppling Qaddafi",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139649704,,978-1-139-64970-4,,,https://doi.org/10.1017/CBO9781139649704,Book,,"2013",Controlled,Regular,Unique_Title_Investigations,2,0,0,0,1,0,0,0,0,1,0,0,0,
"The Woman Suffrage Movement in America",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139005104,,978-1-139-00510-4,,,https://doi.org/10.1017/CBO9781139005104,Book,Chapter,"2013",Controlled,Regular,Total_Item_Investigations,2,0,0,0,1,0,0,0,0,0,0,0,1,
"The Woman Suffrage Movement in America",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139005104,,978-1-139-00510-4,,,https://doi.org/10.1017/CBO9781139005104,Book,Chapter,"2013",Controlled,Regular,No_License,3,0,0,0,2,0,0,0,0,0,0,0,1,
"The Woman Suffrage Movement in America",Cambridge University Press,,Cambridge Core,10.1017/CBO9781139005104,,978-1-139-00510-4,,,https://doi.org/10.1017/CBO9781139005104,Book,,"2013",Controlled,Regular,Unique_Title_Investigations,2,0,0,0,1,0,0,0,0,0,0,0,1,
"Death Rituals, Social Order and the Archaeology of Immortality in the Ancient World",Cambridge University Press,,Cambridge Core,10.1017/CBO9781316014509,,978-1-316-01450-9,,,https://doi.org/10.1017/CBO9781316014509,Book,Chapter,"2015",Controlled,Regular,Total_Item_Investigations,3,0,0,0,3,0,0,0,0,0,0,0,0,
"Death Rituals, Social Order and the Archaeology of Immortality in the Ancient World",Cambridge University Press,,Cambridge Core,10.1017/CBO9781316014509,,978-1-316-01450-9,,,https://doi.org/10.1017/CBO9781316014509,Book,Chapter,"2015",Controlled,Regular,No_License,3,0,0,0,3,0,0,0,0,0,0,0,0,
"Death Rituals, Social Order and the Archaeology of Immortality in the Ancient World",Cambridge University Press,,Cambridge Core,10.1017/CBO9781316014509,,978-1-316-01450-9,,,https://doi.org/10.1017/CBO9781316014509,Book,,"2015",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Hip-Hop",Cambridge University Press,,Cambridge Core,10.1017/CCO9781139775298,CUP:Cambridge Companions,978-1-139-77529-8,,,https://doi.org/10.1017/CCO9781139775298,Book,Chapter,"2015",Controlled,Regular,Total_Item_Investigations,4,0,0,0,1,3,0,0,0,0,0,0,0,
"The Cambridge Companion to Hip-Hop",Cambridge University Press,,Cambridge Core,10.1017/CCO9781139775298,CUP:Cambridge Companions,978-1-139-77529-8,,,https://doi.org/10.1017/CCO9781139775298,Book,Chapter,"2015",Controlled,Regular,No_License,5,0,0,0,1,4,0,0,0,0,0,0,0,
"The Cambridge Companion to Hip-Hop",Cambridge University Press,,Cambridge Core,10.1017/CCO9781139775298,CUP:Cambridge Companions,978-1-139-77529-8,,,https://doi.org/10.1017/CCO9781139775298,Book,,"2015",Controlled,Regular,Unique_Title_Investigations,3,0,0,0,1,2,0,0,0,0,0,0,0,
"Freshwater Mussel Propagation for Restoration",Cambridge University Press,,Cambridge Core,10.1017/9781108551120,,978-1-108-55112-0,,,https://doi.org/10.1017/9781108551120,Book,Chapter,"2018",Controlled,Regular,Total_Item_Investigations,3,0,0,0,3,0,0,0,0,0,0,0,0,
"Freshwater Mussel Propagation for Restoration",Cambridge University Press,,Cambridge Core,10.1017/9781108551120,,978-1-108-55112-0,,,https://doi.org/10.1017/9781108551120,Book,Chapter,"2018",Controlled,Regular,No_License,4,0,0,0,4,0,0,0,0,0,0,0,0,
"Freshwater Mussel Propagation for Restoration",Cambridge University Press,,Cambridge Core,10.1017/9781108551120,,978-1-108-55112-0,,,https://doi.org/10.1017/9781108551120,Book,,"2018",Controlled,Regular,Unique_Title_Investigations,2,0,0,0,2,0,0,0,0,0,0,0,0,
"Hunter-Gatherer Adaptation and Resilience",Cambridge University Press,,Cambridge Core,10.1017/9781316941256,,978-1-316-94125-6,,,https://doi.org/10.1017/9781316941256,Book,Chapter,"2018",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Hunter-Gatherer Adaptation and Resilience",Cambridge University Press,,Cambridge Core,10.1017/9781316941256,,978-1-316-94125-6,,,https://doi.org/10.1017/9781316941256,Book,Chapter,"2018",Controlled,Regular,No_License,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Hunter-Gatherer Adaptation and Resilience",Cambridge University Press,,Cambridge Core,10.1017/9781316941256,,978-1-316-94125-6,,,https://doi.org/10.1017/9781316941256,Book,,"2018",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Achilles beside Gilgamesh",Cambridge University Press,,Cambridge Core,10.1017/9781108667968,,978-1-108-66796-8,,,https://doi.org/10.1017/9781108667968,Book,Chapter,"2019",Controlled,Regular,Total_Item_Investigations,6,0,0,0,6,0,0,0,0,0,0,0,0,
"Achilles beside Gilgamesh",Cambridge University Press,,Cambridge Core,10.1017/9781108667968,,978-1-108-66796-8,,,https://doi.org/10.1017/9781108667968,Book,Chapter,"2019",Controlled,Regular,No_License,6,0,0,0,6,0,0,0,0,0,0,0,0,
"Achilles beside Gilgamesh",Cambridge University Press,,Cambridge Core,10.1017/9781108667968,,978-1-108-66796-8,,,https://doi.org/10.1017/9781108667968,Book,,"2019",Controlled,Regular,Unique_Title_Investigations,4,0,0,0,4,0,0,0,0,0,0,0,0,
"Mathematical Intuitionism",Cambridge University Press,,Cambridge Core,10.1017/9781108674485,CUP:Cambridge Elements,978-1-108-67448-5,,,https://doi.org/10.1017/9781108674485,Book,Book,"2020",Controlled,Regular,Total_Item_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Mathematical Intuitionism",Cambridge University Press,,Cambridge Core,10.1017/9781108674485,CUP:Cambridge Elements,978-1-108-67448-5,,,https://doi.org/10.1017/9781108674485,Book,,"2020",Controlled,Regular,Unique_Title_Investigations,1,0,0,0,1,0,0,0,0,0,0,0,0,
"The Cambridge Companion to Freud",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521374243,CUP:Cambridge Companions,978-1-139-00063-5,,,https://doi.org/10.1017/CCOL0521374243,Book,Chapter,"1991",Controlled,Regular,Total_Item_Investigations,5,0,0,0,0,5,0,0,0,0,0,0,0,
"The Cambridge Companion to Freud",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521374243,CUP:Cambridge Companions,978-1-139-00063-5,,,https://doi.org/10.1017/CCOL0521374243,Book,Chapter,"1991",Controlled,Regular,No_License,5,0,0,0,0,5,0,0,0,0,0,0,0,
"The Cambridge Companion to Freud",Cambridge University Press,,Cambridge Core,10.1017/CCOL0521374243,CUP:Cambridge Companions,978-1-139-00063-5,,,https://doi.org/10.1017/CCOL0521374243,Book,,"1991",Controlled,Regular,Unique_Title_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"Domestic Strategies",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511523564,,978-0-511-52356-4,,,https://doi.org/10.1017/CBO9780511523564,Book,Book,"1991",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,2,0,0,0,0,0,0,0,
"Domestic Strategies",Cambridge University Press,,Cambridge Core,10.1017/CBO9780511523564,,978-0-511-52356-4,,,https://doi.org/10.1017/CBO9780511523564,Book,Book,"1991",Controlled,Regular,No_License,2,0,0,0,0,2,0,0,0,0,0,0,0,
