title,vendor,publisher,platform,isbn,issn,eissn,yop,access_type,access_method,metric,total
On the Ground,ProQuest,University Press of Mississippi,ProQuest Ebook Central,978-1-60473-492-8,,,2010,Controlled,Regular,Unique Title Requests,1
Speeches of Fannie Lou Hamer : To Tell It Like It Is,ProQuest,University Press of Mississippi,ProQuest Ebook Central,978-1-60473-822-3,,,2010,Controlled,Regular,Unique Title Requests,3
Louisiana Rambles : Exploring America's Cajun and Creole Heartland,ProQuest,University Press of Mississippi,ProQuest Ebook Central,978-1-60473-946-6,,,2011,Controlled,Regular,Unique Title Requests,2
Vegan Freak : Being Vegan in a Non-Vegan World,ProQuest,PM Press,ProQuest Ebook Central,978-1-60486-015-3,,,2009,Controlled,Regular,Unique Title Requests,4
Life Under the Jolly Roger : Reflections on Golden Age Piracy,ProQuest,PM Press,ProQuest Ebook Central,978-1-60486-052-8,,,2009,Controlled,Regular,Unique Title Requests,1
Paper Politics : Socially Engaged Printmaking Today,ProQuest,PM Press,ProQuest Ebook Central,978-1-60486-090-0,,,2009,Controlled,Regular,Unique Title Requests,1
500 Years of Indigenous Resistance,ProQuest,PM Press,ProQuest Ebook Central,978-1-60486-106-8,,,2009,Controlled,Regular,Unique Title Requests,1
Thinking Big,ProQuest,"Berrett-Koehler Publishers, Incorporated",ProQuest Ebook Central,978-1-60509-279-9,,,2009,Controlled,Regular,Unique Title Requests,1
Encyclopedia of Information Science and Technology - Second Edition,EBSCO,IGI Global,EBSCOhost,978-1-60566-026-4,,,2008,Controlled,Regular,Unique Title Requests,2
Handbook of Research on Human Performance and Instructional Technology,EBSCO,IGI Global,EBSCOhost,978-1-60566-782-9,,,2009,Controlled,Regular,Unique Title Requests,1
The Human Amygdala,ProQuest,Guilford Publications,ProQuest Ebook Central,978-1-60623-033-6,,,2009,Controlled,Regular,Unique Title Requests,1
The Heart's Truth : Essays on the Art of Nursing,ProQuest,The Kent State University Press,ProQuest Ebook Central,978-1-60635-003-4,,,2014,Controlled,Regular,Unique Title Requests,1
A Profile of the United States Toy Industry,ProQuest,Business Expert Press,ProQuest Ebook Central,978-1-60649-510-0,,,2013,Controlled,Regular,Unique Title Requests,2
A Beginner's Guide to Mobile Marketing,ProQuest,Business Expert Press,ProQuest Ebook Central,978-1-60649-840-8,,,2014,Controlled,Regular,Unique Title Requests,1
Operational Risk Management,ProQuest,Momentum Press,ProQuest Ebook Central,978-1-60650-530-4,,,2015,Controlled,Regular,Unique Title Requests,6
"Diet and Disease : Nutrition for Heart Disease, Diabetes, and Metabolic Stress",ProQuest,Momentum Press,ProQuest Ebook Central,978-1-60650-733-9,,,2015,Controlled,Regular,Unique Title Requests,1
Animal Physiology,ProQuest,Momentum Press,ProQuest Ebook Central,978-1-60650-985-2,,,2016,Controlled,Regular,Unique Title Requests,1
Conquering College,ProQuest,R&L Education,ProQuest Ebook Central,978-1-60709-187-5,,,2009,Controlled,Regular,Unique Title Requests,1
Learning from Young Children : Research in Early Childhood Music,ProQuest,R&L Education,ProQuest Ebook Central,978-1-60709-322-0,,,2011,Controlled,Regular,Unique Title Requests,4
Culturally Relevant Pedagogy,ProQuest,R&L Education,ProQuest Ebook Central,978-1-60709-420-3,,,2010,Controlled,Regular,Unique Title Requests,5
Mexico's Indigenous Communities,ProQuest,University Press of Colorado,ProQuest Ebook Central,978-1-60732-016-6,,,2010,Controlled,Regular,Unique Title Requests,1
"Indians and Mestizos in the ""Lettered City""",JSTOR,University Press of Colorado,JSTOR,978-16-07320-18-0,,,2010,Controlled,Regular,Unique Title Requests,1
State of Change : Colorado Politics in the Twenty-first Century,ProQuest,University Press of Colorado,ProQuest Ebook Central,978-1-60732-086-9,,,2011,Controlled,Regular,Unique Title Requests,2
"The Invasion of Indian Country in the Twentieth Century : American Capitalism and Tribal Natural Resources, Second Edition",ProQuest,University Press of Colorado,ProQuest Ebook Central,978-1-60732-148-4,,,2011,Controlled,Regular,Unique Title Requests,1
Aztec Philosophy : Understanding a World in Motion,ProQuest,University Press of Colorado,ProQuest Ebook Central,978-1-60732-222-1,,,2014,Controlled,Regular,Unique Title Requests,1
"""The Touch of Civilization""",JSTOR,University Press of Colorado,JSTOR,978-16-07325-49-9,,,2017,Controlled,Regular,Unique Title Requests,1
Legacies of Space and Intangible Heritage,JSTOR,University Press of Colorado,JSTOR,978-16-07325-71-0,,,2017,Controlled,Regular,Unique Title Requests,1
The Meaningful Writing Project,JSTOR,University Press of Colorado,JSTOR,978-16-07325-79-6,,,2016,Controlled,Regular,Unique Title Requests,1
How Writing Faculty Write,JSTOR,University Press of Colorado,JSTOR,978-16-07326-61-8,,,2018,Controlled,Regular,Unique Title Requests,1
Sojourning in Disciplinary Cultures,JSTOR,University Press of Colorado,JSTOR,978-16-07328-02-5,,,2019,Controlled,Regular,Unique Title Requests,1
Historicizing Fear,JSTOR,University Press of Colorado,JSTOR,978-16-07328-13-1,,,2019,Controlled,Regular,Unique Title Requests,2
Teaching Mindful Writers,JSTOR,University Press of Colorado,JSTOR,978-16-07329-36-7,,,2020,Controlled,Regular,Unique Title Requests,3
Objects of Survivance,JSTOR,University Press of Colorado,JSTOR,978-16-07329-92-3,,,2019,Controlled,Regular,Unique Title Requests,2
"Sleep Deprivation: Causes, Effects and Treatment",ProQuest,"Nova Science Publishers, Incorporated",ProQuest Ebook Central,978-1-60741-974-7,,,2009,Controlled,Regular,Unique Title Requests,3
to Z World Food & Recipes,ProQuest,World Trade Press,ProQuest Ebook Central,978-1-60780-040-8,,,2008,Controlled,Regular,Unique Title Requests,5
"to Z World Food & Recipes : 175 Countries - Appetizers, Soups, Salads, Main Dishes, Side Dishes, Desserts, Beverages and Holiday Favorites",ProQuest,World Trade Press,ProQuest Ebook Central,978-1-60780-040-8,,,2008,Controlled,Regular,Unique Title Requests,1
to Z World Superstitions & Folklore,ProQuest,World Trade Press,ProQuest Ebook Central,978-1-60780-047-7,,,2008,Controlled,Regular,Unique Title Requests,1
to Z World Women in Culture & Business,ProQuest,World Trade Press,ProQuest Ebook Central,978-1-60780-048-4,,,2008,Controlled,Regular,Unique Title Requests,1
War and Diplomacy : The Russo-Turkish War of 1877-1878 and the Treaty of Berlin,ProQuest,University of Utah Press,ProQuest Ebook Central,978-1-60781-150-3,,,2011,Controlled,Regular,Unique Title Requests,1
Gasa Gasa Girl Goes to Camp,ProQuest,University of Utah Press,ProQuest Ebook Central,978-1-60781-343-9,,,2014,Controlled,Regular,Unique Title Requests,3
Gasa Gasa Girl Goes to Camp : A Nisei Youth Behind a World War II Fence,ProQuest,University of Utah Press,ProQuest Ebook Central,978-1-60781-343-9,,,2014,Controlled,Regular,Unique Title Requests,6
Native Wills from the Colonial Americas : Dead Giveaways in a New World,ProQuest,University of Utah Press,ProQuest Ebook Central,978-1-60781-416-0,,,2015,Controlled,Regular,Unique Title Requests,1
VCLA Virginia Communication and Literacy Assessment,ProQuest,XAM Online,ProQuest Ebook Central,978-1-60787-108-8,,,2008,Controlled,Regular,Unique Title Requests,3
"Advanced Therapy in Inflammatory Bowel Disease, Volume 2 : Crohn´s Disease",ProQuest,People's Medical Publishing House,ProQuest Ebook Central,978-1-60795-035-6,,,2014,Controlled,Regular,Unique Title Requests,1
The Schüssel Era in Austria,JSTOR,University of New Orleans Press,JSTOR,978-16-08010-09-7,,,2010,Controlled,Regular,Unique Title Requests,1
Austrian Lives,JSTOR,University of New Orleans Press,JSTOR,978-16-08010-92-9,,,2012,Controlled,Regular,Unique Title Requests,1
Austrian Studies Today,JSTOR,University of New Orleans Press,JSTOR,978-16-08011-27-8,,,2016,Controlled,Regular,Unique Title Requests,7
Rare Animals of India,ProQuest,Bentham Science Publishers,ProQuest Ebook Central,978-1-60805-629-3,,,2013,Controlled,Regular,Unique Title Requests,1
Information for Mental Health Providers working with Children who have chronic Illnesses,ProQuest,Bentham Science Publishers,ProQuest Ebook Central,978-1-60805-891-4,,,2014,Controlled,Regular,Unique Title Requests,2
The Art and Science of Military Deception,ProQuest,Artech House,ProQuest Ebook Central,978-1-60807-551-5,,,2013,Controlled,Regular,Unique Title Requests,1
Out of It,ProQuest,Bloomsbury Publishing USA,ProQuest Ebook Central,978-1-60819-876-4,,,2012,Controlled,Regular,Unique Title Requests,82
Fischer's Mastery of Surgery,ProQuest,Wolters Kluwer Health,ProQuest Ebook Central,978-1-60831-740-0,,,2011,Controlled,Regular,Unique Title Requests,1
On History : Tariq Ali and Oliver Stone in Conversation,ProQuest,Haymarket Books,ProQuest Ebook Central,978-1-60846-149-3,,,2011,Controlled,Regular,Unique Title Requests,2
"How Capitalism Underdeveloped Black America : Problems in Race, Political Economy, and Society",ProQuest,Haymarket Books,ProQuest Ebook Central,978-1-60846-511-8,,,2015,Controlled,Regular,Unique Title Requests,1
A Short History of the U.S. Working Class,ProQuest,Haymarket Books,ProQuest Ebook Central,978-1-60846-625-2,,,2017,Controlled,Regular,Unique Title Requests,4
Child Labor in America,ProQuest,"Nova Science Publishers, Incorporated",ProQuest Ebook Central,978-1-60876-769-4,,,2010,Controlled,Regular,Unique Title Requests,1
"Dare to Differentiate, Third Edition",ProQuest,Guilford Publications,ProQuest Ebook Central,978-1-60918-005-8,,,2010,Controlled,Regular,Unique Title Requests,3
American Literature and Culture in an Age of Cold War : A Critical Reassessment,ProQuest,University of Iowa Press,ProQuest Ebook Central,978-1-60938-113-4,,,2012,Controlled,Regular,Unique Title Requests,2
The Fan Fiction Studies Reader,ProQuest,University of Iowa Press,ProQuest Ebook Central,978-1-60938-227-8,,,2014,Controlled,Regular,Unique Title Requests,1
A Place for Humility,ProQuest,University of Iowa Press,ProQuest Ebook Central,978-1-60938-271-1,,,2014,Controlled,Regular,Unique Title Requests,1
Evidence-Based Practice in Nursing Informatics: Concepts and Applications,EBSCO,IGI Global,EBSCOhost,978-1-60960-034-1,,,2010,Controlled,Regular,Unique Title Requests,1
Cambodia's Curse,ProQuest,PublicAffairs,ProQuest Ebook Central,978-1-61039-183-2,,,2011,Controlled,Regular,Unique Title Requests,1
The Dictator's Handbook,ProQuest,PublicAffairs,ProQuest Ebook Central,978-1-61039-184-9,,,2011,Controlled,Regular,Unique Title Requests,4
The Culture Map,ProQuest,PublicAffairs,ProQuest Ebook Central,978-1-61039-250-1,,,2014,Controlled,Regular,Unique Title Requests,1
College Success Guaranteed,ProQuest,R&L Education,ProQuest Ebook Central,978-1-61048-042-0,,,2011,Controlled,Regular,Unique Title Requests,10
Benjamin S. Bloom,ProQuest,R&L Education,ProQuest Ebook Central,978-1-61048-603-3,,,2012,Controlled,Regular,Unique Title Requests,1
Benjamin S. Bloom : Portraits of an Educator,ProQuest,R&L Education,ProQuest Ebook Central,978-1-61048-603-3,,,2012,Controlled,Regular,Unique Title Requests,6
"Ecological Restoration, Second Edition : Principles, Values, and Structure of an Emerging Profession",ProQuest,Island Press,ProQuest Ebook Central,978-1-61091-168-9,,,2013,Controlled,Regular,Unique Title Requests,1
The Community Resilience Reader,Springer,Island Press/Center for Resource Economics,SpringerLink,978-1-61091-861-9,,,2017,Controlled,Regular,Unique Title Requests,1
Mount Fuji : Icon of Japan,ProQuest,University of South Carolina Press,ProQuest Ebook Central,978-1-61117-000-9,,,2011,Controlled,Regular,Unique Title Requests,2
Understanding Colson Whitehead,ProQuest,University of South Carolina Press,ProQuest Ebook Central,978-1-61117-408-3,,,2014,Controlled,Regular,Unique Title Requests,2
Understanding Louise Erdrich,ProQuest,University of South Carolina Press,ProQuest Ebook Central,978-1-61117-623-0,,,2015,Controlled,Regular,Unique Title Requests,1
Understanding Randall Kenan,ProQuest,University of South Carolina Press,ProQuest Ebook Central,978-1-61117-958-3,,,2019,Controlled,Regular,Unique Title Requests,2
Simply Murder,ProQuest,Savas Beatie,ProQuest Ebook Central,978-1-61121-146-7,,,2013,Controlled,Regular,Unique Title Requests,10
"Simply Murder : The Battle of Fredericksburg, December 13 1862",ProQuest,Savas Beatie,ProQuest Ebook Central,978-1-61121-146-7,,,2013,Controlled,Regular,Unique Title Requests,5
Artificial Neural Network Training and Software Implementation Techniques,ProQuest,"Nova Science Publishers, Incorporated",ProQuest Ebook Central,978-1-61122-990-5,,,2011,Controlled,Regular,Unique Title Requests,2
Contemporary Issues in California Archaeology,ProQuest,Taylor & Francis Group,ProQuest Ebook Central,978-1-61132-091-6,,,2012,Controlled,Regular,Unique Title Requests,1
Archaeology of the War Of 1812,ProQuest,Taylor & Francis Group,ProQuest Ebook Central,978-1-61132-883-7,,,2014,Controlled,Regular,Unique Title Requests,1
"Women, Gender, and Print Culture in Eighteenth-Century Britain",ProQuest,Lehigh University Press,ProQuest Ebook Central,978-1-61146-141-1,,,2013,Controlled,Regular,Unique Title Requests,1
New Perspectives in Italian Cultural Studies,ProQuest,Fairleigh Dickinson University Press,ProQuest Ebook Central,978-1-61147-532-6,,,2012,Controlled,Regular,Unique Title Requests,1
Global Romanticism,ProQuest,Bucknell University Press,ProQuest Ebook Central,978-1-61148-625-4,,,2014,Controlled,Regular,Unique Title Requests,1
Holocaust Literature : A History and Guide,ProQuest,Brandeis University Press,ProQuest Ebook Central,978-1-61168-357-8,,,2012,Controlled,Regular,Unique Title Requests,1
Nathan Hale : The Life and Death of America's First Spy,ProQuest,University Press of New England,ProQuest Ebook Central,978-1-61168-767-5,,,2014,Controlled,Regular,Unique Title Requests,1
Superchurch : The Rhetoric and Politics of American Fundamentalism,ProQuest,Michigan State University Press,ProQuest Ebook Central,978-1-61186-159-4,,,2015,Controlled,Regular,Unique Title Requests,1
Food in the Civil War Era : The South,ProQuest,Michigan State University Press,ProQuest Ebook Central,978-1-61186-164-8,,,2015,Controlled,Regular,Unique Title Requests,1
U. S. Latinos and Criminal Injustice,ProQuest,Michigan State University Press,ProQuest Ebook Central,978-1-61186-176-1,,,2015,Controlled,Regular,Unique Title Requests,2
Playing War,ProQuest,Potomac Books,ProQuest Ebook Central,978-1-61234-773-8,,,2016,Controlled,Regular,Unique Title Requests,1
Nanoweapons,ProQuest,Potomac Books,ProQuest Ebook Central,978-1-61234-896-4,,,2017,Controlled,Regular,Unique Title Requests,1
Nanoweapons : A Growing Threat to Humanity,ProQuest,Potomac Books,ProQuest Ebook Central,978-1-61234-896-4,,,2017,Controlled,Regular,Unique Title Requests,3
Problematic,JSTOR,University of Nebraska Press,JSTOR,978-16-12349-61-9,,,2018,Controlled,Regular,Unique Title Requests,1
Pioneer Scientists and the Great Animal Plagues,JSTOR,Purdue University Press,JSTOR,978-16-12496-42-9,,,2021,Controlled,Regular,Unique Title Requests,1
Joe Rochefort's War,ProQuest,Naval Institute Press,ProQuest Ebook Central,978-1-61251-060-6,,,2011,Controlled,Regular,Unique Title Requests,21
Disaster on the Mississippi,ProQuest,Naval Institute Press,ProQuest Ebook Central,978-1-61251-774-2,,,2015,Controlled,Regular,Unique Title Requests,1
Growing a Life,JSTOR,NYU Press,JSTOR,978-16-13320-45-7,,,2016,Controlled,Regular,Unique Title Requests,2
Sinatra! The Song Is You : A Singer's Art,ProQuest,Chicago Review Press,ProQuest Ebook Central,978-1-61373-770-5,,,2018,Controlled,Regular,Unique Title Requests,42
Sitcom,ProQuest,Chicago Review Press,ProQuest Ebook Central,978-1-61374-384-3,,,2014,Controlled,Regular,Unique Title Requests,12
Loving-Kindness in Plain English : The Practice of Metta,ProQuest,Wisdom Publications,ProQuest Ebook Central,978-1-61429-249-4,,,2017,Controlled,Regular,Unique Title Requests,17
Loving-Kindness in Plain English,ProQuest,Wisdom Publications,ProQuest Ebook Central,978-1-61429-249-4,,,2017,Controlled,Regular,Unique Title Requests,22
Handbook of Japanese Syntax,ProQuest,"De Gruyter, Inc.",ProQuest Ebook Central,978-1-61451-767-2,,,2017,Controlled,Regular,Unique Title Requests,3
Vibrational Spectroscopy in Diagnosis and Screening,ProQuest,"IOS Press, Incorporated",ProQuest Ebook Central,978-1-61499-058-1,,,2012,Controlled,Regular,Unique Title Requests,1
The Case of the Frozen Addicts,ProQuest,"IOS Press, Incorporated",ProQuest Ebook Central,978-1-61499-331-5,,,2013,Controlled,Regular,Unique Title Requests,1
Parallel Computing: Accelerating Computational Science and Engineering (CSE),ProQuest,IOS Press,ProQuest Ebook Central,978-1-61499-380-3,,,2014,Controlled,Regular,Unique Title Requests,2
Sleep-Wake Disorders,ProQuest,American Psychiatric Publishing,ProQuest Ebook Central,978-1-61537-009-2,,,2015,Controlled,Regular,Unique Title Requests,1
Schizophrenia Spectrum and Other Psychotic Disorders,ProQuest,American Psychiatric Publishing,ProQuest Ebook Central,978-1-61537-011-5,,,2015,Controlled,Regular,Unique Title Requests,1
Feeding and Eating Disorders,ProQuest,American Psychiatric Publishing,ProQuest Ebook Central,978-1-61537-012-2,,,2015,Controlled,Regular,Unique Title Requests,1
Neurodevelopmental Disorders,ProQuest,American Psychiatric Publishing,ProQuest Ebook Central,978-1-61537-013-9,,,2015,Controlled,Regular,Unique Title Requests,1
Anxiety Disorders,ProQuest,American Psychiatric Publishing,ProQuest Ebook Central,978-1-61537-014-6,,,2015,Controlled,Regular,Unique Title Requests,1
Student Mental Health,ProQuest,American Psychiatric Association Publishing,ProQuest Ebook Central,978-1-61537-114-3,,,2018,Controlled,Regular,Unique Title Requests,1
